query_id,source
474,negations
475,negations
476,negations
477,other
478,negations
479,negations
480,parse_pattern
481,negations
482,negations
483,negations
484,other
485,negations
486,negations
487,negations
488,negations
489,negations
490,negations
491,negations
492,negations
493,negations
494,negations
495,negations
496,other
497,other
498,negations
499,negations
500,negations
501,negations
502,other
503,negations
504,negations
505,other
506,negations
507,other
508,negations
509,negations
510,negations
511,negations
512,negations
513,negations
514,other
515,negations
516,other
517,negations
518,other
519,negations
520,negations
521,negations
522,negations
523,negations
524,negations
525,other
526,negations
527,other
528,other
529,negations
530,negations
531,negations
532,other
533,negations
534,other
535,negations
536,negations
537,other
538,negations
539,other
540,negations
541,other
542,negations
543,other
544,negations
545,other
546,other
547,negations
548,negations
549,negations
550,negations
551,other
552,negations
553,negations
554,negations
555,negations
556,other
557,negations
558,negations
559,negations
560,other
561,negations
562,negations
563,negations
564,negations
565,negations
566,negations
567,parse_pattern
568,negations
569,negations
570,negations
571,other
572,negations
573,negations
574,other
575,negations
576,other
577,other
578,negations
579,negations
580,negations
581,negations
582,negations
583,other
584,other
585,negations
586,negations
587,negations
588,negations
589,negations
590,negations
591,negations
592,negations
593,negations
594,negations
595,negations
596,negations
597,negations
598,negations
599,negations
600,negations
601,negations
602,negations
603,other
604,other
605,other
606,negations
607,other
608,negations
609,negations
610,negations
611,negations
612,negations
613,negations
614,other
615,negations
616,negations
617,negations
618,parse_pattern
619,negations
620,negations
621,negations
622,negations
623,negations
624,other
625,other
626,negations
627,negations
628,negations
629,negations
630,negations
631,negations
632,other
633,negations
634,negations
635,negations
636,other
637,other
638,negations
639,negations
640,negations
641,negations
642,negations
643,negations
644,other
645,negations
646,negations
647,negations
648,parse_pattern
649,negations
650,negations
651,negations
652,negations
653,negations
654,negations
655,negations
656,other
657,other
658,negations
659,negations
660,other
661,negations
662,negations
663,other
664,negations
665,negations
666,negations
667,negations
668,other
669,other
670,negations
671,negations
672,negations
673,negations
674,negations
675,negations
676,negations
677,negations
678,negations
679,negations
680,negations
681,negations
682,negations
683,negations
684,parse_pattern
685,negations
686,other
687,negations
688,negations
689,negations
690,other
691,other
692,negations
693,negations
694,negations
695,negations
696,other
697,other
698,negations
699,negations
700,negations
701,negations
702,negations
703,negations
704,negations
705,negations
706,negations
707,negations
708,negations
709,other
710,negations
711,negations
712,negations
713,negations
714,other
715,negations
716,negations
717,negations
718,negations
719,negations
720,other
721,other
722,other
723,other
724,negations
725,negations
726,negations
727,other
728,other
729,negations
730,negations
731,negations
732,negations
733,negations
734,negations
735,negations
736,negations
737,negations
738,negations
739,negations
740,negations
741,negations
742,negations
743,other
744,other
745,negations
746,negations
747,negations
748,negations
749,negations
750,negations
751,negations
752,negations
753,negations
754,negations
755,negations
756,negations
757,other
758,negations
759,negations
760,negations
761,negations
762,negations
763,negations
764,negations
765,negations
766,other
767,other
768,other
769,other
770,other
771,other
772,other
773,other
774,other
775,other
776,negations
777,negations
778,parse_pattern
779,negations
780,other
781,parse_pattern
782,other
783,other
784,other
785,parse_pattern
786,other
787,other
788,other
789,other
790,negations
791,negations
792,negations
793,negations
794,negations
795,negations
796,negations
797,negations
798,negations
799,negations
800,negations
801,negations
802,negations
803,other
804,negations
805,other
806,negations
807,negations
808,negations
809,negations
810,negations
811,negations
812,negations
813,negations
814,other
815,parse_pattern
816,negations
817,negations
818,negations
819,negations
820,negations
821,other
822,negations
823,negations
824,other
825,other
826,negations
827,negations
828,negations
829,negations
830,other
831,negations
832,negations
833,other
834,other
835,negations
836,other
837,negations
838,negations
839,negations
840,negations
841,other
842,negations
843,negations
844,negations
845,negations
846,other
847,negations
848,other
849,other
850,negations
851,negations
852,negations
853,negations
854,negations
855,negations
856,negations
857,negations
858,other
859,negations
860,negations
861,negations
862,other
863,other
864,negations
865,negations
866,negations
867,other
868,negations
869,other
870,negations
871,negations
872,negations
873,negations
874,other
875,other
876,negations
877,negations
878,negations
879,negations
880,negations
881,other
882,negations
883,negations
884,negations
885,negations
886,other
887,negations
888,negations
889,negations
890,negations
891,negations
892,other
893,other
894,negations
895,other
896,other
897,negations
898,negations
899,negations
900,negations
901,negations
902,negations
903,negations
904,other
905,other
906,negations
907,negations
908,negations
909,negations
910,negations
911,negations
912,other
913,other
914,other
915,other
916,other
917,other
918,other
919,other
920,other
921,other
922,negations
923,negations
924,negations
925,other
926,other
927,other
928,other
929,other
930,negations
931,negations
932,negations
933,other
934,negations
935,other
936,other
937,negations
938,negations
939,negations
940,negations
941,negations
942,negations
943,negations
944,negations
945,negations
946,other
947,negations
948,negations
949,negations
950,negations
951,other
952,negations
953,negations
954,negations
955,other
956,negations
957,negations
958,negations
959,negations
960,other
961,other
962,negations
963,negations
964,negations
965,other
966,other
967,negations
968,negations
969,negations
970,negations
971,other
972,negations
973,negations
974,negations
975,negations
976,negations
977,other
978,other
979,other
980,negations
981,negations
982,negations
983,other
984,negations
985,negations
986,other
987,negations
988,other
989,other
990,negations
991,parse_pattern
992,other
993,other
994,negations
995,other
996,negations
997,parse_pattern
998,other
999,negations
1000,negations
1001,negations
1002,negations
1003,other
1004,negations
1005,other
1006,negations
1007,negations
1008,negations
1009,other
1010,negations
1011,negations
1012,negations
1013,negations
1014,negations
1015,negations
1016,negations
1017,negations
1018,negations
1019,negations
1020,negations
1021,negations
1022,other
1023,negations
1024,negations
1025,negations
1026,negations
1027,other
1028,negations
1029,negations
1030,negations
1031,negations
1032,negations
1033,negations
1034,other
1035,other
1036,other
1037,negations
1038,negations
1039,negations
1040,parse_pattern
1041,other
1042,other
1043,negations
1044,negations
1045,other
1046,negations
1047,negations
1048,other
1049,negations
1050,negations
1051,negations
1052,other
1053,negations
1054,other
1055,negations
1056,other
1057,negations
1058,negations
1059,parse_pattern
1060,other
1061,other
1062,other
1063,other
1064,parse_pattern
1065,parse_pattern
1066,other
1067,other
1068,negations
1069,other
1070,negations
1071,negations
1072,other
1073,negations
1074,negations
1075,negations
1076,negations
1077,other
1078,negations
1079,negations
1080,other
1081,negations
1082,other
1083,negations
1084,other
1085,other
1086,other
1087,other
1088,negations
1089,negations
1090,negations
1091,other
1092,negations
1093,negations
1094,negations
1095,negations
1096,negations
1097,negations
1098,negations
1099,other
1100,negations
1101,negations
1102,negations
1103,other
1104,negations
1105,other
1106,other
1107,negations
1108,negations
1109,other
1110,other
1111,other
1112,other
1113,negations
1114,other
1115,other
1116,parse_pattern
1117,other
1118,other
1119,negations
1120,other
1121,negations
1122,negations
1123,negations
1124,other
1125,negations
1126,negations
1127,parse_pattern
1128,other
1129,other
1130,negations
1131,other
1132,other
1133,other
1134,other
1135,other
1136,behavioral
1137,other
1138,negations
1139,negations
1140,negations
1141,negations
1142,negations
1143,other
1144,other
1145,parse_pattern
1146,other
1147,other
1148,other
1149,other
1150,negations
1151,other
1152,other
1153,other
1154,parse_pattern
1155,other
1156,parse_pattern
1157,parse_pattern
1158,negations
1159,other
1160,negations
1161,negations
1162,negations
1163,other
1164,negations
1165,other
1166,other
1167,negations
1168,other
1169,negations
1170,negations
1171,negations
1172,other
1173,parse_pattern
1174,other
1175,negations
1176,other
1177,negations
1178,negations
1179,other
1180,parse_pattern
1181,other
1182,other
1183,other
1184,other
1185,other
1186,other
1187,negations
1188,other
1189,other
1190,parse_pattern
1191,negations
1192,other
1193,other
1194,negations
1195,parse_pattern
1196,negations
1197,other
1198,other
1199,other
1200,other
1201,parse_pattern
1202,negations
1203,other
1204,other
1205,other
1206,parse_pattern
1207,other
1208,other
1209,negations
1210,negations
1211,negations
1212,other
1213,other
1214,negations
1215,negations
1216,negations
1217,other
1218,other
1219,other
1220,other
1221,parse_pattern
1222,other
1223,other
1224,other
1225,other
1226,negations
1227,other
1228,other
1229,other
1230,negations
1231,other
1232,other
1233,negations
1234,other
1235,parse_pattern
1236,negations
1237,other
1238,other
1239,negations
1240,negations
1241,negations
1242,other
1243,other
1244,other
1245,other
1246,other
1247,negations
1248,other
1249,negations
1250,parse_pattern
1251,other
1252,other
1253,negations
1254,negations
1255,parse_pattern
1256,negations
1257,negations
1258,negations
1259,negations
1260,other
1261,negations
1262,negations
1263,negations
1264,negations
1265,negations
1266,other
1267,other
1268,other
1269,other
1270,other
1271,negations
1272,negations
1273,negations
1274,parse_pattern
1275,negations
1276,negations
1277,negations
1278,negations
1279,negations
1280,parse_pattern
1281,other
1282,negations
1283,negations
1284,negations
1285,other
1286,negations
1287,negations
1288,negations
1289,negations
1290,negations
1291,negations
1292,negations
1293,negations
1294,negations
1295,negations
1296,other
1297,negations
1298,negations
1299,other
1300,negations
1301,parse_pattern
1302,other
1303,parse_pattern
1304,negations
1305,parse_pattern
1306,parse_pattern
1307,negations
1308,negations
1309,other
1310,negations
1311,other
1312,other
1313,negations
1314,other
1315,parse_pattern
1316,negations
1317,other
1318,other
1319,parse_pattern
1320,other
1321,other
1322,negations
1323,negations
1324,negations
1325,negations
1326,parse_pattern
1327,other
1328,other
1329,other
1330,negations
1331,other
1332,other
1333,negations
1334,negations
1335,other
1336,parse_pattern
1337,other
1338,negations
1339,negations
1340,negations
1341,negations
1342,other
1343,other
1344,other
1345,negations
1346,negations
1347,other
1348,other
1349,negations
1350,negations
1351,other
1352,other
1353,other
1354,other
1355,other
1356,negations
1357,other
1358,negations
1359,negations
1360,other
1361,negations
1362,negations
1363,other
1364,negations
1365,other
1366,negations
1367,negations
1368,negations
1369,parse_pattern
1370,negations
1371,negations
1372,negations
1373,negations
1374,negations
1375,parse_pattern
1376,negations
1377,negations
1378,negations
1379,other
1380,parse_pattern
1381,other
1382,negations
1383,parse_pattern
1384,negations
1385,negations
1386,other
1387,other
1388,negations
1389,negations
1390,parse_pattern
1391,other
1392,other
1393,negations
1394,negations
1395,other
1396,other
1397,other
1398,other
1399,negations
1400,negations
1401,negations
1402,other
1403,negations
1404,negations
1405,other
1406,negations
1407,negations
1408,other
1409,parse_pattern
1410,negations
1411,other
1412,parse_pattern
1413,parse_pattern
1414,negations
1415,negations
1416,negations
1417,other
1418,negations
1419,other
1420,other
1421,parse_pattern
1422,parse_pattern
1423,other
1424,other
1425,negations
1426,negations
1427,other
1428,negations
1429,negations
1430,negations
1431,negations
1432,negations
1433,other
1434,other
1435,negations
1436,negations
1437,negations
1438,other
1439,negations
1440,negations
1441,negations
1442,parse_pattern
1443,negations
1444,negations
1445,parse_pattern
1446,negations
1447,other
1448,other
1449,other
1450,parse_pattern
1451,other
1452,other
1453,parse_pattern
1454,parse_pattern
1455,other
1456,other
1457,other
1458,negations
1459,negations
1460,other
1461,negations
1462,negations
1463,parse_pattern
1464,negations
1465,other
1466,negations
1467,negations
1468,other
1469,negations
1470,negations
1471,other
1472,other
1473,negations
1474,other
1475,other
1476,negations
1477,negations
1478,negations
1479,negations
1480,parse_pattern
1481,negations
1482,negations
1483,other
1484,negations
1485,other
1486,other
1487,negations
1488,other
1489,negations
1490,negations
1491,negations
1492,other
1493,other
1494,negations
1495,negations
1496,other
1497,other
1498,negations
1499,negations
1500,other
1501,negations
1502,other
1503,negations
1504,other
1505,other
1506,other
1507,negations
1508,negations
1509,negations
1510,negations
1511,negations
1512,negations
1513,negations
1514,negations
1515,negations
1516,negations
1517,behavioral
1518,other
1519,other
1520,other
1521,other
1522,other
1523,negations
1524,negations
1525,negations
1526,negations
1527,negations
1528,negations
1529,parse_pattern
1530,negations
1531,negations
1532,negations
1533,negations
1534,other
1535,negations
1536,negations
1537,other
1538,negations
1539,other
1540,negations
1541,negations
1542,negations
1543,parse_pattern
1544,other
1545,other
1546,negations
1547,other
1548,other
1549,negations
1550,negations
1551,negations
1552,other
1553,other
1554,negations
1555,negations
1556,negations
1557,negations
1558,negations
1559,other
1560,negations
1561,other
1562,other
1563,other
1564,other
1565,other
1566,other
1567,negations
1568,negations
1569,negations
1570,negations
1571,negations
1572,other
1573,other
1574,other
1575,other
1576,other
1577,negations
1578,other
1579,other
1580,negations
1581,negations
1582,negations
1583,negations
1584,negations
1585,other
1586,other
1587,negations
1588,negations
1589,negations
1590,other
1591,other
1592,other
1593,other
1594,negations
1595,negations
1596,negations
1597,other
1598,negations
1599,other
1600,negations
1601,negations
1602,other
1603,negations
1604,negations
1605,parse_pattern
1606,other
1607,negations
1608,negations
1609,other
1610,negations
1611,negations
1612,negations
1613,negations
1614,other
1615,negations
1616,negations
1617,other
1618,parse_pattern
1619,other
1620,negations
1621,negations
1622,negations
1623,negations
1624,other
1625,negations
1626,other
1627,other
1628,other
1629,parse_pattern
1630,other
1631,parse_pattern
1632,negations
1633,negations
1634,other
1635,negations
1636,other
1637,other
1638,negations
1639,other
1640,other
1641,other
1642,other
1643,other
1644,negations
1645,other
1646,other
1647,negations
1648,negations
1649,negations
1650,negations
1651,other
1652,negations
1653,negations
1654,negations
1655,negations
1656,negations
1657,negations
1658,negations
1659,negations
1660,negations
1661,negations
1662,negations
1663,negations
1664,negations
1665,negations
1666,negations
1667,negations
1668,negations
1669,negations
1670,negations
1671,other
1672,other
1673,negations
1674,negations
1675,negations
1676,negations
1677,other
1678,negations
1679,negations
1680,other
1681,negations
1682,other
1683,negations
1684,negations
1685,negations
1686,negations
1687,negations
1688,other
1689,negations
1690,other
1691,negations
1692,negations
1693,other
1694,other
1695,negations
1696,negations
1697,parse_pattern
1698,other
1699,negations
1700,parse_pattern
1701,negations
1702,other
1703,negations
1704,other
1705,other
1706,other
1707,other
1708,other
1709,other
1710,negations
1711,negations
1712,negations
1713,other
1714,other
1715,negations
1716,negations
1717,other
1718,other
1719,other
1720,negations
1721,negations
1722,negations
1723,negations
1724,negations
1725,other
1726,other
1727,negations
1728,other
1729,other
1730,negations
1731,other
1732,negations
1733,other
1734,other
1735,negations
1736,negations
1737,other
1738,negations
1739,negations
1740,other
1741,negations
1742,negations
1743,negations
1744,other
1745,other
1746,negations
1747,negations
1748,negations
1749,negations
1750,negations
1751,negations
1752,other
1753,behavioral
1754,negations
1755,negations
1756,negations
1757,negations
1758,negations
1759,negations
1760,negations
1761,negations
1762,negations
1763,negations
1764,negations
1765,negations
1766,other
1767,negations
1768,negations
1769,negations
1770,negations
1771,negations
1772,parse_pattern
1773,other
1774,other
1775,other
1776,negations
1777,other
1778,other
1779,negations
1780,negations
1781,other
1782,other
1783,negations
1784,negations
1785,other
1786,other
1787,other
1788,other
1789,other
1790,other
1791,other
1792,parse_pattern
1793,other
1794,negations
1795,negations
1796,other
1797,other
1798,negations
1799,negations
1800,other
1801,other
1802,other
1803,parse_pattern
1804,other
1805,other
1806,other
1807,other
1808,other
1809,other
1810,other
1811,other
1812,other
1813,other
1814,other
1815,parse_pattern
1816,other
1817,other
1818,other
1819,other
1820,other
1821,parse_pattern
1822,other
1823,other
1824,other
1825,parse_pattern
1826,other
1827,other
1828,parse_pattern
1829,other
1830,other
1831,other
1832,other
1833,parse_pattern
1834,parse_pattern
1835,other
1836,other
1837,parse_pattern
1838,other
1839,other
1840,other
1841,other
1842,parse_pattern
1843,other
1844,other
1845,other
1846,other
1847,other
1848,other
1849,other
1850,other
1851,parse_pattern
1852,other
1853,parse_pattern
1854,other
1855,other
1856,other
1857,parse_pattern
1858,other
1859,other
1860,other
1861,other
1862,other
1863,negations
1864,other
1865,other
1866,other
1867,other
1868,other
1869,parse_pattern
1870,negations
1871,other
1872,other
1873,other
1874,negations
1875,other
1876,other
1877,parse_pattern
1878,other
1879,parse_pattern
1880,other
1881,other
1882,other
1883,other
1884,other
1885,other
1886,other
1887,other
1888,other
1889,other
1890,other
1891,other
1892,other
1893,other
1894,other
1895,other
1896,other
1897,other
1898,other
1899,other
1900,other
1901,other
1902,other
1903,other
1904,other
1905,other
1906,other
1907,parse_pattern
1908,other
1909,other
1910,other
1911,parse_pattern
1912,other
1913,other
1914,other
1915,other
1916,parse_pattern
1917,other
1918,other
1919,negations
1920,other
1921,negations
1922,other
1923,parse_pattern
1924,negations
1925,other
1926,other
1927,other
1928,other
1929,negations
1930,parse_pattern
1931,other
1932,other
1933,negations
1934,other
1935,other
1936,other
1937,other
1938,other
1939,other
1940,other
1941,other
1942,parse_pattern
1943,other
1944,other
1945,other
1946,other
1947,negations
1948,negations
1949,parse_pattern
1950,other
1951,other
1952,other
1953,other
1954,other
1955,other
1956,other
1957,other
1958,other
1959,negations
1960,other
1961,negations
1962,other
1963,other
1964,parse_pattern
1965,negations
1966,other
1967,other
1968,other
1969,other
1970,other
1971,negations
1972,other
1973,other
1974,other
1975,other
1976,other
1977,other
1978,parse_pattern
1979,other
1980,other
1981,other
1982,negations
1983,negations
1984,other
1985,other
1986,other
1987,other
1988,other
1989,other
1990,other
1991,parse_pattern
1992,other
1993,other
1994,other
1995,other
1996,other
1997,behavioral
1998,other
1999,parse_pattern
2000,other
2001,other
2002,other
2003,parse_pattern
2004,other
2005,other
2006,other
2007,other
2008,other
2009,other
2010,other
2011,other
2012,other
2013,other
2014,other
2015,other
2016,parse_pattern
2017,other
2018,other
2019,other
2020,other
2021,other
2022,other
2023,other
2024,negations
2025,other
2026,other
2027,negations
2028,other
2029,other
2030,other
2031,other
2032,other
2033,other
2034,parse_pattern
2035,parse_pattern
2036,other
2037,other
2038,other
2039,other
2040,other
2041,other
2042,other
2043,other
2044,other
2045,parse_pattern
2046,other
2047,other
2048,other
2049,other
2050,other
2051,negations
2052,other
2053,negations
2054,other
2055,other
2056,other
2057,other
2058,other
2059,negations
2060,negations
2061,other
2062,parse_pattern
2063,other
2064,other
2065,negations
2066,other
2067,other
2068,parse_pattern
2069,other
2070,other
2071,parse_pattern
2072,parse_pattern
2073,other
2074,other
2075,other
2076,other
2077,other
2078,parse_pattern
2079,other
2080,other
2081,other
2082,other
2083,other
2084,other
2085,other
2086,other
2087,other
2088,other
2089,other
2090,other
2091,parse_pattern
2092,other
2093,other
2094,other
2095,parse_pattern
2096,other
2097,other
2098,negations
2099,other
2100,parse_pattern
2101,other
2102,other
2103,parse_pattern
2104,other
2105,other
2106,negations
2107,negations
2108,other
2109,other
2110,other
2111,other
2112,negations
2113,other
2114,other
2115,negations
2116,other
2117,other
2118,other
2119,other
2120,other
2121,other
2122,other
2123,other
2124,other
2125,other
2126,other
2127,other
2128,other
2129,parse_pattern
2130,other
2131,other
2132,other
2133,other
2134,other
2135,negations
2136,negations
2137,other
2138,other
2139,other
2140,other
2141,other
2142,other
2143,other
2144,other
2145,other
2146,other
2147,other
2148,other
2149,negations
2150,other
2151,other
2152,parse_pattern
2153,parse_pattern
2154,parse_pattern
2155,other
2156,other
2157,other
2158,other
2159,other
2160,other
2161,other
2162,nlqec
2163,other
2164,other
2165,other
2166,other
2167,negations
2168,parse_pattern
2169,parse_pattern
2170,other
2171,other
2172,other
2173,parse_pattern
2174,negations
2175,other
2176,other
2177,negations
2178,other
2179,other
2180,other
2181,negations
2182,other
2183,other
2184,other
2185,other
2186,other
2187,other
2188,other
2189,negations
2190,other
2191,negations
2192,parse_pattern
2193,other
2194,negations
2195,negations
2196,other
2197,parse_pattern
2198,negations
2199,other
2200,other
2201,other
2202,other
2203,other
2204,other
2205,other
2206,other
2207,parse_pattern
2208,negations
2209,negations
2210,negations
2211,negations
2212,other
2213,negations
2214,parse_pattern
2215,other
2216,negations
2217,other
2218,negations
2219,other
2220,other
2221,other
2222,negations
2223,other
2224,negations
2225,parse_pattern
2226,other
2227,other
2228,other
2229,other
2230,other
2231,other
2232,parse_pattern
2233,parse_pattern
2234,other
2235,other
2236,other
2237,other
2238,other
2239,negations
2240,negations
2241,other
2242,other
2243,other
2244,parse_pattern
2245,other
2246,negations
2247,negations
2248,negations
2249,other
2250,negations
2251,other
2252,other
2253,parse_pattern
2254,other
2255,other
2256,other
2257,other
2258,other
2259,parse_pattern
2260,other
2261,other
2262,other
2263,other
2264,other
2265,negations
2266,other
2267,other
2268,other
2269,parse_pattern
2270,negations
2271,other
2272,other
2273,other
2274,other
2275,other
2276,other
2277,other
2278,other
2279,other
2280,negations
2281,other
2282,other
2283,other
2284,other
2285,other
2286,other
2287,other
2288,other
2289,other
2290,negations
2291,other
2292,other
2293,other
2294,other
2295,other
2296,other
2297,other
2298,negations
2299,other
2300,other
2301,other
2302,other
2303,parse_pattern
2304,other
2305,other
2306,other
2307,other
2308,other
2309,other
2310,parse_pattern
2311,parse_pattern
2312,other
2313,other
2314,other
2315,other
2316,other
2317,parse_pattern
2318,other
2319,parse_pattern
2320,other
2321,other
2322,other
2323,other
2324,other
2325,other
2326,other
2327,other
2328,parse_pattern
2329,other
2330,negations
2331,other
2332,other
2333,other
2334,other
2335,parse_pattern
2336,parse_pattern
2337,other
2338,parse_pattern
2339,other
2340,parse_pattern
2341,other
2342,other
2343,other
2344,other
2345,other
2346,other
2347,other
2348,parse_pattern
2349,parse_pattern
2350,other
2351,parse_pattern
2352,other
2353,other
2354,negations
2355,other
2356,other
2357,parse_pattern
2358,parse_pattern
2359,other
2360,other
2361,other
2362,negations
2363,other
2364,other
2365,other
2366,other
2367,other
2368,other
2369,other
2370,other
2371,other
2372,other
2373,other
2374,other
2375,other
2376,other
2377,other
2378,parse_pattern
2379,parse_pattern
2380,other
2381,other
2382,other
2383,other
2384,other
2385,other
2386,negations
2387,negations
2388,other
2389,other
2390,other
2391,other
2392,other
2393,other
2394,other
2395,other
2396,parse_pattern
2397,other
2398,other
2399,other
2400,other
2401,other
2402,behavioral
2403,other
2404,other
2405,other
2406,other
2407,parse_pattern
2408,other
2409,negations
2410,parse_pattern
2411,other
2412,other
2413,negations
2414,other
2415,other
2416,other
2417,other
2418,negations
2419,other
2420,negations
2421,other
2422,other
2423,other
2424,other
2425,negations
2426,other
2427,negations
2428,negations
2429,negations
2430,negations
2431,parse_pattern
2432,other
2433,negations
2434,other
2435,negations
2436,other
2437,other
2438,negations
2439,parse_pattern
2440,other
2441,other
2442,other
2443,parse_pattern
2444,other
2445,other
2446,negations
2447,negations
2448,negations
2449,other
2450,other
2451,other
2452,other
2453,other
2454,other
2455,other
2456,negations
2457,other
2458,other
2459,other
2460,negations
2461,other
2462,other
2463,other
2464,other
2465,other
2466,negations
2467,negations
2468,other
2469,negations
2470,other
2471,other
2472,negations
2473,other
2474,behavioral
2475,other
2476,other
2477,negations
2478,other
2479,negations
2480,negations
2481,negations
2482,negations
2483,other
2484,other
2485,negations
2486,negations
2487,negations
2488,negations
2489,negations
2490,negations
2491,other
2492,other
2493,other
2494,negations
2495,behavioral
2496,negations
2497,negations
2498,negations
2499,parse_pattern
2500,parse_pattern
2501,other
2502,negations
2503,other
2504,negations
2505,other
2506,other
2507,negations
2508,negations
2509,negations
2510,other
2511,negations
2512,negations
2513,negations
2514,negations
2515,negations
2516,negations
2517,negations
2518,other
2519,other
2520,other
2521,negations
2522,other
2523,negations
2524,other
2525,negations
2526,other
2527,negations
2528,negations
2529,other
2530,negations
2531,other
2532,other
2533,parse_pattern
2534,negations
2535,other
2536,other
2537,other
2538,negations
2539,negations
2540,negations
2541,other
2542,other
2543,other
2544,negations
2545,parse_pattern
2546,parse_pattern
2547,negations
2548,other
2549,parse_pattern
2550,negations
2551,parse_pattern
2552,other
2553,other
2554,other
2555,other
2556,other
2557,negations
2558,other
2559,other
2560,other
2561,other
2562,other
2563,other
2564,other
2565,other
2566,other
2567,other
